total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index,log_total_cases,log_total_deaths,log_population_density,log_reproduction_rate,iso_code,continent,location,date,hdi_category,stringency_category,aged_65_older_category,density_category,new_deaths_log,new_cases_log
6436650.0,49863.0,38577.714,174515.0,698.0,535.143,30281.652000000002,234.584,181.49099999999999,821.018,3.284,2.5180000000000002,1.14,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.8086598945256975,5.241832761594656,1.398634324538392,0.05690485133647255,BRA,South America,Brazil,1606867200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.843855422623161,4.697778404216913
6487084.0,50434.0,40409.143,175270.0,755.0,544.286,30518.922000000002,237.27,190.108,824.569,3.552,2.5610000000000004,1.13,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.81204952156215,5.243707586661791,1.398634324538392,0.05307844348341968,BRA,South America,Brazil,1606953600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8779469516291885,4.702723414104734
6533968.0,46884.0,42231.143,175964.0,694.0,570.0,30739.491,220.56900000000002,198.679,827.834,3.265,2.682,1.13,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.815177003194599,5.245423825765514,1.398634324538392,0.05307844348341968,BRA,South America,Brazil,1607040000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.841359470454855,4.671024657272409
6577177.0,43209.0,40986.429,176628.0,664.0,581.0,30942.77,203.28,192.82299999999998,830.9580000000001,3.1239999999999997,2.733,1.12,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.818039529420295,5.2470595513456795,1.398634324538392,0.04921802267018165,BRA,South America,Brazil,1607126400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8221680793680175,4.63557421540849
6603540.0,26363.0,41257.143,176941.0,313.0,586.857,31066.797000000002,124.027,194.097,832.431,1.473,2.761,1.12,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.819776812861553,5.247828477401671,1.398634324538392,0.04921802267018165,BRA,South America,Brazil,1607212800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.4955443375464483,4.420994829643957
6623911.0,20371.0,41147.571,177317.0,376.0,599.571,31162.634,95.837,193.582,834.2,1.7690000000000001,2.821,1.11,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.82111448856116,5.248750374925587,1.398634324538392,0.04532297878665747,BRA,South America,Brazil,1607299200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.575187844927661,4.309012348775427
6674999.0,51088.0,41173.143,178159.0,842.0,620.286,31402.981,240.347,193.702,838.1610000000001,3.9610000000000003,2.918,1.1,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.824451204973764,5.2508077663536605,1.398634324538392,0.04139268515822507,BRA,South America,Brazil,1607385600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9253120914996495,4.708318901195369
6728452.0,53453.0,41686.0,178995.0,836.0,640.0,31654.453999999998,251.47299999999998,196.115,842.0939999999999,3.9330000000000003,3.011,1.1,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.8279151585496916,5.252840899679681,1.398634324538392,0.04139268515822507,BRA,South America,Brazil,1607472000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9222062774390163,4.7279720846034206
6781799.0,53347.0,42102.143,179765.0,770.0,642.143,31905.428,250.975,198.072,845.717,3.623,3.0210000000000004,1.09,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.8313449139462765,5.25470513908514,1.398634324538392,0.03742649794062367,BRA,South America,Brazil,1607558400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.886490725172482,4.7271100016409155
6836227.0,54428.0,43179.857,180437.0,672.0,639.0,32161.488999999998,256.06,203.143,848.878,3.161,3.0060000000000002,1.09,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.834816475232227,5.256325597774616,1.398634324538392,0.03742649794062367,BRA,South America,Brazil,1607644800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8273692730538253,4.735822376115308
6880127.0,43900.0,43278.570999999996,181123.0,686.0,642.143,32368.019,206.53,203.607,852.105,3.227,3.0210000000000004,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.83759645493466,5.257973602930525,1.398634324538392,0.03342375548694973,BRA,South America,Brazil,1607731200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8363241157067516,4.642464520242122
6901952.0,21825.0,42630.28599999999,181402.0,279.0,637.286,32470.696,102.677,200.55700000000002,853.418,1.3130000000000002,2.998,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.838971934641411,5.2586420709499615,1.398634324538392,0.03342375548694973,BRA,South America,Brazil,1607817600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.4456042032735974,4.338954252377607
6927145.0,25193.0,43319.143,181835.0,433.0,645.429,32589.217999999997,118.522,203.798,855.455,2.037,3.036,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.840554278446828,5.259677480887481,1.398634324538392,0.03342375548694973,BRA,South America,Brazil,1607904000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.6364878963533656,4.401279886667168
6970034.0,42889.0,42147.857,182799.0,964.0,662.857,32790.992999999995,201.774,198.287,859.99,4.535,3.1180000000000003,1.07,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.84323489660251,5.261973815600932,1.398634324538392,0.029383777685209667,BRA,South America,Brazil,1607990400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.984077033902831,4.632345920346211
7040608.0,70574.0,44593.71400000001,183735.0,936.0,677.143,33123.013,332.02,209.794,864.3939999999999,4.4030000000000005,3.1860000000000004,1.07,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.847610164773284,5.2641918936983405,1.398634324538392,0.029383777685209667,BRA,South America,Brazil,1608076800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.971275848738105,4.848644733116388
7110434.0,69826.0,46947.857,184827.0,1092.0,723.143,33451.513999999996,328.501,220.86900000000003,869.5310000000001,5.1370000000000005,3.4019999999999997,1.06,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.851896109597949,5.266765414365101,1.398634324538392,0.02530586526477026,BRA,South America,Brazil,1608163200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0382226383687185,4.84401716408478
7162978.0,52544.0,46678.71400000001,185650.0,823.0,744.7139999999999,33698.711,247.197,219.60299999999998,873.403,3.872,3.5039999999999996,1.05,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.85509361729107,5.268694953562178,1.398634324538392,0.021189299069938092,BRA,South America,Brazil,1608249600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.91539983521227,4.720523131103328
7213155.0,50177.0,47575.429000000004,186356.0,706.0,747.571,33934.772000000004,236.06099999999998,223.822,876.7239999999999,3.321,3.517,1.04,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.858125264634463,5.270343380051719,1.398634324538392,0.01703333929878037,BRA,South America,Brazil,1608336000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8488047010518036,4.7005046920046265
7238600.0,25445.0,48092.570999999996,186764.0,408.0,766.0,34054.479,119.708,226.255,878.6439999999999,1.919,3.6039999999999996,1.03,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.859654578480578,5.271293166818656,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1608422400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.61066016308988,4.405602455209314
7263619.0,25019.0,48067.71400000001,187291.0,527.0,779.429,34172.183,117.704,226.138,881.123,2.479,3.667,1.01,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.86115305597873,5.272516908479092,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1608508800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7218106152125467,4.39826994711755
7318821.0,55202.0,49826.71400000001,188259.0,968.0,780.0,34431.884,259.702,234.41299999999998,885.677,4.553999999999999,3.67,1.0,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.864441125534614,5.274755747459226,1.398634324538392,0.0,BRA,South America,Brazil,1608595200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9858753573083936,4.7419548127514615
7365517.0,46696.0,46415.570999999996,189220.0,961.0,783.571,34651.568999999996,219.68400000000003,218.365,890.198,4.521,3.6860000000000004,0.98,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.867203236225065,5.276967038147092,1.398634324538392,-0.00877392430750515,BRA,South America,Brazil,1608681600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.9827233876685453,4.669279680302104
7423945.0,58428.0,44787.28599999999,189982.0,762.0,736.429,34926.447,274.878,210.705,893.783,3.585,3.465,0.97,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.870634745769402,5.278712455316035,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1608768000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.8819549713396007,4.7666210205935196
7448560.0,24615.0,40797.429,190488.0,506.0,691.143,35042.25,115.803,191.93400000000003,896.164,2.381,3.252,0.97,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.872072320466208,5.279867622017242,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1608854400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7041505168397992,4.391199840108775
7465806.0,17246.0,36093.0,190795.0,307.0,634.143,35123.385,81.135,169.80200000000002,897.6080000000001,1.444,2.983,0.97,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.873076700534815,5.280566989336304,1.398634324538392,-0.01322826573375516,BRA,South America,Brazil,1608940800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.4871383754771865,4.2366883817646155
7484285.0,18479.0,35097.857,191139.0,344.0,625.0,35210.321,86.936,165.12,899.2260000000001,1.618,2.94,0.98,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.874150316985464,5.281349309539129,1.398634324538392,-0.00877392430750515,BRA,South America,Brazil,1609027200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.53655844257153,4.266678465464569
7504833.0,20548.0,34459.143,191570.0,431.0,611.286,35306.99,96.669,162.115,901.2539999999999,2.028,2.8760000000000003,1.0,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.87534103262387,5.2823274992385265,1.398634324538392,0.0,BRA,South America,Brazil,1609113600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.6344772701607315,4.3127695570523
7563551.0,58718.0,34961.429,192681.0,1111.0,631.714,35583.233,276.243,164.47799999999998,906.4810000000001,5.227,2.972,1.01,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.878725739632261,5.284838891604172,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1609200000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0457140589408676,4.768771254609714
7619200.0,55649.0,36240.429,193875.0,1194.0,665.0,35845.038,261.80400000000003,170.49599999999998,912.0980000000001,5.617000000000001,3.1289999999999996,1.02,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.881909373724786,5.287521810821661,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1609286400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0770043267933502,4.745457364566793
7675973.0,56773.0,36004.0,194949.0,1074.0,709.571,36112.13,267.092,169.38299999999998,917.1510000000001,5.053,3.338,1.02,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.885133438448578,5.289921011795891,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1609372800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0310042813635367,4.754141843829458
7700578.0,24605.0,36002.571,195411.0,462.0,703.2860000000001,36227.886,115.756,169.377,919.324,2.174,3.3089999999999997,1.02,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.886523324236057,5.290949007206906,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1609459200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.6646419755561257,4.3910233693700995
7716405.0,15827.0,35799.857,195725.0,314.0,704.2860000000001,36302.345,74.459,168.423,920.801,1.4769999999999999,3.313,1.03,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.887415013768278,5.291646301736751,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1609545600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.496929648073215,4.199398602359617
7733746.0,17341.0,35637.286,196018.0,293.0,697.0,36383.927,81.582,167.658,922.18,1.3780000000000001,3.279,1.05,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.888389904405025,5.292295953712285,1.398634324538392,0.021189299069938092,BRA,South America,Brazil,1609632000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.4668676203541096,4.239074138235893
7753752.0,20006.0,35559.857,196561.0,543.0,713.0,36478.046,94.12,167.294,924.7339999999999,2.555,3.3539999999999996,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.8895119061948,5.29349735294179,1.398634324538392,0.03342375548694973,BRA,South America,Brazil,1609718400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.734799829588847,4.301160264469209
7810400.0,56648.0,35264.143,197732.0,1171.0,721.571,36744.551,266.504,165.903,930.243,5.5089999999999995,3.395,1.11,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.892673276302949,5.296076959140754,1.398634324538392,0.04532297878665747,BRA,South America,Brazil,1609804800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.068556895072363,4.753184581378644
7873830.0,63430.0,36375.714,198974.0,1242.0,728.429,37042.961,298.411,171.132,936.087,5.843,3.427,1.13,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.896186033916373,5.29879633071001,1.398634324538392,0.05307844348341968,BRA,South America,Brazil,1609891200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0941215958405612,4.8022947113974634
7961673.0,87843.0,40814.286,200498.0,1524.0,792.7139999999999,37456.225,413.26300000000003,192.014,943.2560000000001,7.17,3.7289999999999996,1.14,61.57,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.9010043363714235,5.302110044820061,1.398634324538392,0.05690485133647255,BRA,South America,Brazil,1609977600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1829849670035815,4.94370715931455
8013708.0,52035.0,44732.857,201460.0,962.0,864.143,37701.027,244.80200000000002,210.449,947.7819999999999,4.526,4.065,1.14,61.57,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.9038335137518985,5.304188829614843,1.398634324538392,0.05690485133647255,BRA,South America,Brazil,1610064000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.983175072037813,4.716295558897741
8075998.0,62290.0,51370.429000000004,202631.0,1171.0,986.571,37994.074,293.047,241.676,953.291,5.5089999999999995,4.641,1.13,61.57,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.907196202719711,5.306705887712522,1.398634324538392,0.05307844348341968,BRA,South America,Brazil,1610150400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.068556895072363,4.794418330874141
8105790.0,29792.0,53149.143,203100.0,469.0,1011.7139999999999,38134.233,140.158,250.044,955.498,2.206,4.76,1.12,61.57,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.90879534810755,5.307709923404807,1.398634324538392,0.04921802267018165,BRA,South America,Brazil,1610236800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.6711728427150834,4.474099659301249
8131612.0,25822.0,53980.0,203580.0,480.0,1002.7139999999999,38255.714,121.48100000000001,253.953,957.7560000000001,2.258,4.717,1.11,61.57,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.9101766480920395,5.308735110028762,1.398634324538392,0.04532297878665747,BRA,South America,Brazil,1610323200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.681241237375587,4.4119898767888595
8195637.0,64025.0,55033.857,204690.0,1110.0,994.0,38556.924,301.21,258.91,962.9780000000001,5.222,4.676,1.11,61.57,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.913582714445097,5.311096625999569,1.398634324538392,0.04532297878665747,BRA,South America,Brazil,1610409600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0453229787866576,4.806349587140467
8256536.0,60899.0,54672.28599999999,205964.0,1274.0,998.571,38843.428,286.503,257.209,968.971,5.994,4.698,1.1,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.916797878843001,5.31379131761363,1.398634324538392,0.04139268515822507,BRA,South America,Brazil,1610496000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1051694279993316,4.784610161302044
8324294.0,67758.0,51803.0,207095.0,1131.0,942.429,39162.2,318.772,243.71099999999998,974.2919999999999,5.321000000000001,4.434,1.09,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.920347410357812,5.316169613627287,1.398634324538392,0.03742649794062367,BRA,South America,Brazil,1610582400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.053462604925455,4.830960578524205
8393492.0,69198.0,54254.857,208246.0,1151.0,969.429,39487.746,325.547,255.24599999999998,979.707,5.415,4.561,1.09,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.923942680830556,5.3185766682079425,1.398634324538392,0.03742649794062367,BRA,South America,Brazil,1610668800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0610753236297916,4.84009354241173
8455059.0,61567.0,54151.570999999996,209296.0,1050.0,952.143,39777.392,289.64599999999996,254.76,984.6469999999999,4.94,4.479,1.08,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.927116642481961,5.320760928317053,1.398634324538392,0.03342375548694973,BRA,South America,Brazil,1610755200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0211892990699383,4.789347992064955
8488099.0,33040.0,54615.570999999996,209847.0,551.0,963.857,39932.831,155.439,256.943,987.2389999999999,2.592,4.535,1.07,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.928810436268281,5.321902764861501,1.398634324538392,0.029383777685209667,BRA,South America,Brazil,1610841600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.741151598851785,4.5190400386483445
8511770.0,23671.0,54308.28599999999,210299.0,452.0,959.857,40044.193,111.36200000000001,255.497,989.3660000000001,2.126,4.516,1.05,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.930019879861643,5.322837207562619,1.398634324538392,0.021189299069938092,BRA,South America,Brazil,1610928000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.655138434811382,4.374216605428374
8573864.0,62094.0,54032.429000000004,211491.0,1192.0,971.571,40336.318,292.125,254.199,994.9739999999999,5.608,4.571000000000001,1.04,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.933176590380821,5.325291890701594,1.398634324538392,0.01703333929878037,BRA,South America,Brazil,1611014400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.076276255404218,4.793049637329849
8638249.0,64385.0,54530.429000000004,212831.0,1340.0,981.0,40639.222,302.904,256.54200000000003,1001.278,6.303999999999999,4.615,1.04,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.936425718554662,5.328034885598584,1.398634324538392,0.01703333929878037,BRA,South America,Brazil,1611100800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1271047983648077,4.808784700030418
8697368.0,59119.0,53296.28599999999,214147.0,1316.0,1007.429,40917.351,278.129,250.736,1007.4689999999999,6.191,4.74,1.03,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.9393878461800025,5.330711994714042,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1611187200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1192558892779365,4.7717270793422
8753920.0,56552.0,51489.71400000001,215243.0,1096.0,999.571,41183.404,266.053,242.237,1012.625,5.156000000000001,4.703,1.03,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.942202573380898,5.332929036498253,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1611273600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0398105541483504,4.752447968653242
8816254.0,62334.0,51599.28599999999,216445.0,1202.0,1021.2860000000001,41476.657999999996,293.254,242.752,1018.28,5.655,4.805,1.03,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.945284093895339,5.335347557820738,1.398634324538392,0.012837224705172217,BRA,South America,Brazil,1611360000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.079904467666721,4.794724996652767
8844577.0,28323.0,50925.429000000004,217037.0,592.0,1027.143,41609.906,133.247,239.582,1021.065,2.785,4.832,1.02,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.946677067210836,5.336533777747411,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1611446400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.77232170672292,4.452139252352545
8871393.0,26816.0,51374.71400000001,217664.0,627.0,1052.143,41736.064,126.15799999999999,241.696,1024.015,2.95,4.95,1.02,72.69,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.947991818784822,5.33778660591661,1.398634324538392,0.008600171761917567,BRA,South America,Brazil,1611532800000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,2.7972675408307164,4.428393996950183
8933356.0,61963.0,51356.0,218878.0,1214.0,1055.286,42027.573,291.509,241.608,1029.726,5.711,4.965,1.01,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.9510146412489515,5.34020211168781,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1611619200000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.0842186867392387,4.792132436393576
8996876.0,63520.0,51232.429000000004,220161.0,1283.0,1047.143,42326.407,298.834,241.02599999999998,1035.762,6.0360000000000005,4.926,1.01,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.954091734829877,5.342740389182123,1.398634324538392,0.004321373782642578,BRA,South America,Brazil,1611705600000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.1082266563749283,4.80291048941904
9058687.0,61811.0,51617.0,221547.0,1386.0,1057.143,42617.200999999994,290.79400000000004,242.83599999999998,1042.2830000000001,6.521,4.973,1.0,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.957065253970601,5.345465873562995,1.398634324538392,0.0,BRA,South America,Brazil,1611792000000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.141763230275788,4.791065769816851
9118513.0,59826.0,52084.71400000001,222666.0,1119.0,1060.4289999999999,42898.655999999995,281.455,245.03599999999997,1047.547,5.263999999999999,4.989,1.0,69.91,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,2.2,75.88,0.765,6.959924021601633,5.347653907471057,1.398634324538392,0.0,BRA,South America,Brazil,1611878400000000000,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado,3.04883008652835,4.7768899666394615
